full_name,repo_id,All,70%,90%,30%
wangtuo21/flink,134082320,Hard,Social,Social,Social
slavikmanukyan/react-native,64394322,Social,Social,Social,Social
mtiidla/RxJava,86817518,Social,Social,Social,Social
lorenzobenvenuti/spring,70906211,Social,Social,Social,Social
leoluan2009/flink,128369637,Social,Social,Social,Social
monnimeter/openhab2,44881731,Hard,Social,Social,Social
MingleXiao/pinpoint,92244830,Social,Social,Social,Social
Projeto-Partiu/RxJava,95725269,Hard,Social,Social,Social
Flole998/openhab2-addons,225068320,Social,Social,Social,Social
nkabir1986/react-native,164685289,Hard,Social,Social,Social
bubbleinc/react-native,94587814,Social,Social,Social,Social
w4288821/RxJava,98706353,Hard,Social,Social,Social
janczer/react-native,145024060,Social,Social,Social,Social
medcv/flink,132704815,Hard,Social,Social,Social
wwjiang007/RxJava,132005367,Social,Social,Social,Social
DarkHollow/react-native,78688163,Social,Social,Social,Social
ashangit/flink,49020520,Hard,Social,Social,Social
lvjianqiu/flink,76499870,Hard,Social,Social,Social
alexeyts/flink,134895913,Hard,Social,Social,Social
UMFsimke/RxJava,140018670,Social,Social,Social,Social
rh389/react-native,62552641,Hard,Social,Social,Social
ruebox/openhab2-addons,106108437,Hard,Social,Social,Social
akshay-ap/collect,101321563,Social,Social,Social,Social
xueyumusic/flink,230204215,Social,Social,Social,Social
stasee/openhab2-addons,105393725,Hard,Social,Social,Social
stephenzl/react-native,137876390,Social,Social,Social,Social
soshial/RxJava,152406747,Hard,Social,Social,Social
snicoll/spring,32501334,Social,Social,Social,Social
gallenvara/flink,40312457,Hard,Social,Social,Social
gedejong/openhab2-addons,71053071,Social,Social,Social,Social
APSL/react-native,37466562,Social,Social,Social,Social
TisonKun/flink,131227051,Social,Social,Social,Social
sJJdGG/react-native,154172615,Social,Social,Social,Social
lvhuyen/flink,146075542,Social,Social,Social,Social
LXSMNSYC/RxJava,187584362,Hard,Social,Social,Social
jmcshane/Hygieia,75521421,Hard,Social,Social,Social
ambition119/flink,254628866,Social,Social,Social,Social
furszy/IoP-wallet,70192682,Hard,Social,Social,Social
adamski/react-native,75310812,Social,Social,Social,Social
mosesoak/react-native,43523692,Social,Social,Social,Social
liyafan82/flink,167302115,Social,Social,Social,Social
Emilios1995/react-native,61758532,Hard,Social,Social,Social
Tom-Goong/flink,168318016,Social,Social,Social,Social
nireeshT/Hygieia,272506923,Social,Social,Social,Social
GlowstoneMC/Glowstone,33457443,Parent,Parent,Parent,Parent
greatman/Glowstone,23640654,Hard,Social,Social,Social
MaryyChan/Line-chatbot-for-COMP3111,104310239,Hard,Social,Social,Social
xuefuz/flink,168745880,Social,Social,Social,Social
Tonodus/Glowstone,23758089,Social,Social,Social,Social
jensim/vaadin-spring,112085468,Hard,Social,Social,Social
Salatich/flink,170502826,Social,Social,Social,Social
mastercoms/Glowstone,84592300,Social,Social,Social,Social
Xazax-hun/flink,52146857,Social,Social,Social,Social
brianr82/flink,180229291,Social,Social,Social,Social
hyunchel/react-native,90639257,Social,Social,Social,Social
XXLuigiMario/Glowstone,101936383,Hard,Social,Social,Social
liguohuicmss/zeppelin,111809072,Hard,Social,Social,Social
amaltson/Hygieia,72320175,Hard,Social,Social,Social
feluelle/flink,171320138,Social,Social,Social,Social
carryxyh/flink,171670484,Social,Social,Social,Social
ikesyo/react-native,133489421,Social,Social,Social,Social
minwoo-jung/pinpoint,29121884,Social,Social,Social,Social
kpanchen/openhab2-addons,166650881,Hard,Social,Social,Social
vinaynb/react-native,65489831,Social,Social,Social,Social
hillmanr/openhab2-addons,93872407,Hard,Social,Social,Social
majinkai/pinpoint,140246322,Social,Social,Social,Social
AlexBullen/openhab2-addons,73771691,Hard,Social,Social,Social
jiaqifeng/pinpoint,53560963,Social,Social,Social,Social
suraj-raturi/pinpoint,65456203,Hard,Social,Social,Social
jkirsch/flink,38847957,Social,Social,Social,Social
MusalaSoft/openhab2-addons,63844988,Social,Social,Social,Social
tank1314/pinpoint,145495253,Parent,Parent,Parent,Parent
CodingForMoney/react-native,100260620,Hard,Hard,Hard,Hard
jwveldhuis/openhab2-addons,89275420,Social,Social,Social,Social
nongfenqi/pinpoint,85805815,Hard,Social,Social,Social
yisshengyouni/pinpoint,76335759,Hard,Social,Social,Social
Clans/FloatingActionButton,32631353,Parent,Parent,Parent,Parent
KandyzowanaPapaja/FloatingActionButton,43694888,Social,Social,Social,Social
carousell/cameraview,106782803,Hard,Hard,Hard,Hard
remind101/FloatingActionButton,52913526,Hard,Hard,Hard,Hard
hannesa2/FloatingActionButton,199124384,Parent,Parent,Parent,Parent
loggi/native-navigation,101799795,Hard,Hard,Hard,Hard
JosefHruska/FloatingActionButton,65626520,Hard,Hard,Hard,Hard
step-up-labs/FloatingActionButton,68407461,Hard,Hard,Hard,Hard
george2179/Line-chatbot-for-COMP3111,114856452,Social,Social,Social,Social
svyatoslavpavlov/FloatingActionButton,142855332,Hard,Hard,Hard,Hard
0xTL/FloatingActionButton,172538159,Hard,Hard,Hard,Hard
happypancake/react-native,74405400,Social,Social,Social,Social
HopeSeebok/plaid,77206685,Hard,Social,Social,Social
tadeuzagallo/react-native,32965222,Social,Social,Social,Social
luisfpinto/react-native,88760689,Hard,Social,Social,Social
DanielMSchmidt/react-native,32979611,Social,Social,Social,Social
admmasters/react-native,45621019,Social,Social,Social,Social
kaddal/collect,87528710,Hard,Social,Social,Social
jinxliu/zeppelin,104846655,Social,Social,Social,Social
mkonicek/react-native,53063875,Social,Social,Social,Social
capitalone/Hygieia,39237460,Parent,Parent,Parent,Parent
wildlifela/react-native,49975099,Social,Social,Social,Social
a2/react-native,33240428,Social,Social,Social,Social
sravan-s/zeppelin,63768079,Social,Social,Social,Social
spicyj/react-native,33280726,Hard,Social,Social,Social
battinasubodh/Hygieia,160719547,Hard,Social,Social,Social
dingaiminGIT/pinpoint,106490926,Hard,Social,Social,Social
leeight/react-native,44040635,Hard,Social,Social,Social
eduardinni/react-native,34311735,Hard,Social,Social,Social
neonailol/kotlin,119511197,Social,Social,Social,Social
naoufal/react-native,71607933,Social,Social,Social,Social
machard/react-native,34446082,Social,Social,Social,Social
christopherdro/react-native,44067964,Social,Social,Social,Social
liangguohun/react-native,175855129,Social,Social,Social,Social
ps0305/react-native,143378263,Hard,Social,Social,Social
Bloxia/react-native,117860629,Hard,Social,Social,Social
nickhudkins/react-native,70250647,Social,Social,Social,Social
amp5208/Hygieia,57893866,Hard,Social,Social,Social
dsibiski/react-native,35579696,Hard,Social,Social,Social
hammerandchisel/react-native,36027821,Social,Social,Social,Social
sjmueller/react-native,128462465,Hard,Social,Social,Social
exponentjs/react-native,41723342,Hard,Social,Social,Social
jhen0409/react-native,63424634,Social,Social,Social,Social
ligaz/react-native,84536076,Hard,Social,Social,Social
evenco/react-native,38074362,Hard,Hard,Hard,Social
jevakallio/react-native,38674489,Social,Social,Social,Social
Shrreya/collect,125229226,Hard,Social,Social,Social
negativetwelve/react-native,38797101,Social,Social,Social,Social
jaredly/react-native,38899377,Hard,Social,Social,Social
kbeckmann/react-native,46936530,Hard,Social,Social,Social
gre/react-native,39572965,Social,Social,Social,Social
lprhodes/react-native,92037762,Social,Social,Social,Social
getsanjeev/collect,84243489,Hard,Social,Social,Social
Myasuka/flink,34106882,Hard,Hard,Social,Social
nikste/flink,34124055,Social,Social,Social,Social
ChengXiangLi/flink,34307818,Social,Social,Social,Social
noahajac/openhab2-addons,167463397,Social,Social,Social,Social
dlukyanov/zeppelin,84990832,Hard,Social,Social,Social
gyfora/flink,35147510,Social,Social,Social,Social
javache/react-native,42246224,Social,Social,Social,Social
peedeeX21/flink,35153464,Hard,Social,Social,Social
danscan/react-native,76917925,Social,Social,Social,Social
db85/openhab2-addons,116403268,Social,Social,Social,Social
r-pogalz/flink,36454829,Social,Social,Social,Social
antoxi4/react-native,50998669,Hard,Social,Social,Social
sanjaydasgupta/zeppelin,135717269,Social,Social,Social,Social
satya164/react-native,177139559,Social,Social,Social,Social
erluxman/plaid,194511104,Hard,Social,Social,Social
HuangWHWHW/flink,38603893,Social,Social,Social,Social
akriger/react-native,114128597,Hard,Social,Social,Social
kl0u/flink,38500934,Social,Social,Social,Social
Lightricks/react-native,66479663,Social,Social,Social,Social
youse-seguradora/cameraview,75176790,Hard,Hard,Hard,Social
cpojer/react-native,42694931,Hard,Social,Social,Social
morenoh149/react-native,42830743,Social,Social,Social,Social
nils-developersinblue/openhab2-addons,71070414,Social,Social,Social,Social
glovebx/react-native,42496622,Hard,Social,Social,Social
mvalla/openhab2-addons,149012048,Hard,Social,Social,Social
greghogan/flink,39191605,Social,Social,Social,Social
ubupl/openhab2-addons,179276171,Social,Social,Social,Social
dawidwys/flink,43764900,Social,Social,Social,Social
Sunshineit/flink,45443000,Hard,Social,Social,Social
purposecampaigns/react-native,43510051,Hard,Social,Social,Social
alwx/react-native,69676871,Hard,Social,Social,Social
radicalbit/flink,46713944,Social,Social,Social,Social
shinate/react-native,43117828,Hard,Social,Social,Social
jgrier/flink,79611191,Social,Social,Social,Social
Ashok-Varma/plaid,59671115,Hard,Social,Social,Social
martinbigio/react-native,48758838,Social,Social,Social,Social
openhab/openhab2-addons,19753195,Parent,Parent,Parent,Parent
teameh/react-native,90896054,Hard,Social,Social,Social
wuchong/flink,63797485,Social,Social,Social,Social
qingyuan1232/pinpoint,158504370,Hard,Social,Social,Social
anttimo/react-native,44630487,Social,Social,Social,Social
lightling/pinpoint,131949338,Hard,Social,Social,Social
wesley1001/react-native,55405469,Hard,Social,Social,Social
marcmulcahy/react-native,160592922,Social,Social,Social,Social
reneweb/react-native,69186870,Social,Social,Social,Social
StefanRRichter/flink,56500020,Hard,Social,Social,Social
Razzeee/react-native,67204429,Social,Social,Social,Social
melihmucuk/react-native,44955095,Hard,Social,Social,Social
shrimpy/react-native,45024945,Hard,Social,Social,Social
geirman/react-native,72891287,Social,Social,Social,Social
sooth-sayer/react-native,46039318,Social,Social,Social,Social
dsoroka/openhab2-addons,181522052,Hard,Social,Social,Social
ArturKlajnerok/react-native,94919726,Social,Social,Social,Social
zjuwangg/flink,187168463,Social,Social,Social,Social
lxsameer/react-native,46927109,Hard,Social,Social,Social
samsafay/react-native,116087457,Social,Social,Social,Social
andrew-schofield/openhab2-addons,116030724,Hard,Hard,Social,Hard
muxinc/flink,68241583,Social,Social,Social,Social
boltss/react-native,115187300,Social,Social,Social,Social
davidlrnt/react-native,71498393,Hard,Social,Social,Social
mobinni/react-native,80129679,Social,Social,Social,Social
NickolayVasilishin/flink,69453823,Social,Social,Social,Social
yk3372/react-native,127224869,Hard,Social,Social,Social
Ehesp/react-native,94546043,Social,Social,Social,Social
jd-alexander/collect,128535639,Hard,Social,Social,Social
uzadude/zeppelin,139437247,Social,Social,Social,Social
ExplodingCabbage/react-native,48262917,Hard,Social,Social,Social
rmevans9/react-native,83698187,Social,Social,Social,Social
Makman2/flink,71478185,Social,Social,Social,Social
COMP3111Group8/Line-chatbot-for-COMP3111,107843660,Hard,Hard,Hard,Hard
hequn8128/flink,72620237,Hard,Social,Social,Social
elbstack/react-native,48911419,Hard,Social,Social,Social
tdzl2003/react-native,48841363,Hard,Social,Social,Social
NicoK/flink,72781206,Social,Social,Social,Social
erlendfh/react-native,111901514,Social,Social,Social,Social
jerolimov/react-native,49172251,Social,Social,Social,Social
jeremistadler/react-native,75921808,Hard,Social,Social,Social
sriraman/react-native,76165614,Social,Social,Social,Social
HomePass/react-native,49464101,Hard,Social,Social,Social
rgngl/react-native,76143722,Social,Social,Social,Social
rozele/react-native,49962995,Hard,Social,Social,Social
zhangjunqiang/flink,74575934,Hard,Social,Social,Social
godfreyhe/flink,82673396,Social,Social,Social,Social
jimzucker/Hygieia,237796388,Social,Social,Social,Social
IC-CMS/Hygieia,119896976,Hard,Social,Social,Social
martinezguillaume/react-native,104332622,Hard,Social,Social,Social
codeworkx/openhab2-addons,54784100,Hard,Social,Social,Social
liuyuzhong7/flink,77101926,Hard,Social,Social,Social
HustleInc/react-native,51028983,Social,Social,Social,Social
Fokko/flink,77462009,Social,Social,Social,Social
marvkis/openhab2-addons,78884033,Social,Social,Social,Social
sreesharp/react-native,60563742,Hard,Social,Social,Social
EricSB/bitcoin-wallet,69613797,Hard,Social,Social,Social
lxb886/flink,79521074,Social,Social,Social,Social
hansemannn/react-native,76168021,Social,Social,Social,Social
amonshiz/react-native,81688718,Social,Social,Social,Social
mattelacchiato/openhab2-addons,173607231,Social,Social,Social,Social
tiensonqin/react-native,69221598,Social,Social,Social,Social
patricklucas/flink,80867820,Social,Social,Social,Social
luojiangyu/flink,148641418,Social,Social,Social,Social
eliperkins/react-native,83081721,Social,Social,Social,Social
yanghua/flink,90591055,Social,Social,Social,Social
mohamagdy/flink,81612383,Social,Social,Social,Social
mdamien/react-native,67715145,Social,Social,Social,Social
peterp/react-native,54025980,Social,Social,Social,Social
saleel97/react-native,91242923,Social,Social,Social,Social
kaibozhou/flink,214328101,Social,Social,Social,Social
stundzig/openhab2-addons,193677215,Social,Social,Social,Social
jinmingjian/flink,82351534,Hard,Social,Social,Social
jetzhliu/react-native,54192186,Hard,Social,Social,Social
zhijiangW/flink,60976697,Social,Social,Social,Social
donfour/Line-chatbot-for-COMP3111,103905873,Hard,Social,Social,Social
pikselpalette/flink,82794957,Social,Social,Social,Social
ShaMan123/react-native,197515047,Social,Social,Social,Social
chiraggshah/react-native,54464435,Hard,Social,Social,Social
instructure/flink,84241276,Hard,Social,Social,Social
shixingxing/react-native,54646851,Hard,Hard,Social,Social
dylanpyle/react-native,85133489,Social,Social,Social,Social
jnordling/collect,82405632,Social,Social,Social,Social
lzyzsd/react-native,56480573,Social,Social,Social,Social
RicardoBarroso/react-native,132016313,Hard,Hard,Social,Social
coolguy001tv/react-native,56215771,Hard,Social,Social,Social
andreacioni/openhab2-addons,148782602,Hard,Hard,Hard,Social
ptomasroos/react-native,42506623,Social,Social,Social,Social
fandor/react-native,70732645,Hard,Social,Social,Social
kateri1/flink,85811336,Social,Social,Social,Social
Nathan2055/LWC,16417203,Hard,Social,Social,Social
bjkonglu/flink,125029033,Social,Social,Social,Social
ocarpinteyro/react-native,56534485,Social,Social,Social,Social
palkie/openhab2-addons,71221855,Hard,Social,Social,Social
idserda/openhab2-addons,80758212,Social,Social,Social,Social
vikeri/react-native,56680718,Social,Social,Social,Social
gitjake/react-native,79450801,Social,Social,Social,Social
danez/react-native,82943492,Social,Social,Social,Social
damusnet/react-native,57976100,Social,Social,Social,Social
EdtechFoundry/react-native,67992805,Social,Social,Social,Social
Andreyco/react-native,76907858,Social,Social,Social,Social
HentschelT/openhab2-addons,110597238,Hard,Hard,Hard,Hard
thorbenprimke/react-native,180621496,Hard,Social,Social,Social
OpenSports/react-native,110199106,Hard,Social,Social,Social
techery/react-native,59026912,Hard,Social,Social,Social
DerFlash/LWC,4991873,Hard,Social,Social,Social
philipheinser/react-native,89232848,Social,Social,Social,Social
pavax/openhab2-addons,167625309,Social,Social,Social,Social
nihgwu/react-native,68317978,Social,Social,Social,Social
yadav-rahul/collect,83450651,Social,Social,Social,Social
younthu/react-native,75541278,Hard,Social,Social,Social
wswoodruff/react-native,95841031,Social,Social,Social,Social
jmurzy/react-native,58237782,Social,Social,Social,Social
dejakob/react-native,60002872,Social,Social,Social,Social
Krizzu/react-native,169694456,Social,Social,Social,Social
sheparddw/react-native,60126350,Hard,Social,Social,Social
globaltoken/globaltoken-android-wallet,96986623,Hard,Social,Social,Social
smdfj/flink,160321771,Hard,Social,Social,Social
hramos/react-native,114177219,Social,Social,Social,Social
kisimple/flink,117629062,Social,Social,Social,Social
mikelambert/react-native,58318059,Hard,Social,Social,Social
radicalbit/zeppelin,45472914,Hard,Social,Social,Social
florianschmidt1994/flink,117994552,Social,Social,Social,Social
RD1991/react-native,102830124,Social,Social,Social,Social
andrewgouin/react-native,100357005,Hard,Social,Social,Social
siusiukim/Line-chatbot-for-COMP3111,104040463,Hard,Social,Social,Social
smap-consulting/fieldTask4,76400729,Hard,Hard,Hard,Social
cdlewis/react-native,92908225,Social,Social,Social,Social
kbialek/flink,120426862,Social,Social,Social,Social
omeid/react-native,78441668,Social,Social,Social,Social
wellmonge/react-native,169431837,Hard,Social,Social,Social
MichealShin/flink,138143782,Hard,Social,Social,Social
Archaejohn/collect,116865718,Hard,Social,Social,Social
tholtgre/openhab2-addons,69991234,Social,Social,Social,Social
alexanderjarvis/react-native,108112232,Social,Social,Social,Social
DmitryKober/flink,126461031,Social,Social,Social,Social
dmulloy2/LWC,74389263,Hard,Hard,Hard,Hard
skatpgusskat/react-native,57002578,Hard,Social,Social,Social
jreziga/react-native,65942906,Social,Social,Social,Social
bloomfire/react-native,61669795,Hard,Social,Social,Social
nmpatsal/collect,86793033,Hard,Social,Social,Social
pavelhoral/reactor-core,162567861,Social,Social,Social,Social
g1velo/openhab2-addons,74568131,Hard,Social,Social,Social
bryant1410/Hygieia,88488887,Hard,Social,Social,Social
isnifer/react-native,63637093,Hard,Social,Social,Social
ashdavies/plaid,175619932,Social,Social,Social,Social
haiyangjiajian/react-native,74535659,Social,Social,Social,Social
funorpain/react-native,63672501,Social,Social,Social,Social
gilesvangruisen/react-native,64163935,Social,Social,Social,Social
isunjin/flink,147265493,Social,Social,Social,Social
dulmandakh/react-native,126940689,Social,Social,Social,Social
simonayzman/react-native,98239329,Social,Social,Social,Social
growingio/flink,146544884,Hard,Social,Social,Social
optimizely/zeppelin,60552541,Hard,Social,Social,Social
conkerant/Hygieia,121603594,Hard,Social,Social,Social
sunnyholyd/flink,172014283,Hard,Social,Social,Social
jordanpapaleo/react-native,91592991,Social,Social,Social,Social
cyqresig/react-native,48106407,Hard,Hard,Hard,Social
andymingc/Line-chatbot-for-COMP3111,104325640,Hard,Social,Social,Social
bjoernbrings/openhab2-addons,112110381,Social,Social,Social,Social
wildseansy/react-native,79588508,Social,Social,Social,Social
scarlac/react-native,179540052,Social,Social,Social,Social
EdwardDrapkin/react-native,259670757,Social,Social,Hard,Social
calvium/react-native,64842863,Social,Social,Social,Social
nicholaslee119/react-native,177086557,Hard,Social,Social,Social
possiblecee/react-native,113978869,Social,Social,Social,Social
gpeal/react-native,94917692,Social,Social,Social,Social
SwissTPH/collect,45241339,Hard,Social,Social,Social
pgfeller/openhab2-addons,135821573,Social,Social,Social,Social
license2e/react-native,88664824,Social,Social,Social,Social
sdg9/react-native,72030964,Social,Social,Social,Social
romidane/react-native,65034333,Social,Social,Social,Social
WeiZhong94/flink,157821394,Hard,Hard,Hard,Hard
mehcode/react-native,65443144,Social,Social,Social,Social
djoveryde/Thermos,101521526,Hard,Hard,Hard,Hard
fred521/zeppelin,239425333,Hard,Social,Social,Social
1u0/flink,155554452,Social,Social,Social,Social
RoJoHub/react-native,168518588,Hard,Social,Social,Social
JoelSanchez/react-native,65690095,Hard,Social,Social,Social
Jamstah/openhab2-addons,65473237,Hard,Social,Social,Social
koenpunt/react-native,77599519,Social,Social,Social,Social
LearningDave/react-native,65739841,Social,Social,Social,Social
enthal/react-native,114694727,Social,Social,Social,Social
intsmaze/flink,267741656,Social,Social,Social,Social
spring-operator/reactor-core,175124253,Social,Social,Social,Social
reactor/reactor-core,45903621,Parent,Parent,Parent,Parent
cbrevik/react-native,69222222,Social,Social,Social,Social
thebakeryio/react-native,66103448,Social,Social,Social,Social
Thodoris1999/collect,121738261,Social,Social,Social,Social
zsq12138/flink,179064046,Social,Social,Social,Social
bjrn/react-native,106158305,Social,Social,Social,Social
tenodi/react-native,116876919,Hard,Social,Social,Social
fmatoss/react-native,66745881,Social,Social,Social,Social
TinkoffCreditSystems/zeppelin,82160007,Hard,Social,Social,Social
CyberdyneCC/Thermos,48599462,Parent,Parent,Parent,Parent
0x5e/react-native,66999780,Social,Social,Social,Social
opendoor-labs/react-native,83503048,Hard,Social,Social,Social
LoungeFlyZ/openhab2-addons,186544913,Social,Social,Social,Social
ransj/react-native,46389394,Hard,Social,Social,Social
arnehaber/openhab2-addons,111569791,Hard,Social,Social,Social
joshyhargreaves/react-native,61883639,Social,Social,Social,Social
yptech/react-native,114197033,Hard,Social,Social,Social
jamesreggio/react-native,81131710,Social,Social,Social,Social
solkaz/react-native,156305043,Hard,Social,Social,Social
fmyblack/flink,177530300,Social,Social,Social,Social
dipdev-studio/cameraview,183573362,Social,Social,Social,Social
chenluoan2018/flink,179221263,Hard,Social,Social,Social
an0/flink,179209969,Hard,Social,Social,Social
soroushchehresa/react-native,135010034,Hard,Social,Social,Social
airbnb/react-native,68063252,Hard,Social,Hard,Social
richardfickling/react-native,81224985,Social,Social,Social,Social
aneophyte/react-native,120575571,Social,Social,Social,Social
jiasheng55/flink,179949372,Social,Social,Social,Social
watou/openhab2-addons,41449712,Social,Social,Social,Social
notjosh/react-native,68303461,Social,Social,Social,Social
Leeviiii/flink,181905166,Social,Social,Social,Social
robstoll/flink,185211251,Social,Social,Social,Social
ianlevesque/react-native,68827902,Hard,Social,Social,Social
designorant/react-native,69039531,Social,Social,Social,Social
Creeperface01/DragonProxy,117138641,Hard,Hard,Hard,Hard
SimonKenyonShepard/react-native,69259257,Hard,Social,Social,Social
iamyy/react-native,69334304,Social,Social,Social,Social
StevePotter/react-native,69502858,Social,Social,Social,Social
yorek/zeppelin,51297095,Hard,Hard,Hard,Social
dratwas/react-native,69659502,Social,Social,Social,Social
Johan-dutoit/react-native,189064067,Hard,Social,Social,Social
brains-and-beards/react-native,69785839,Social,Social,Social,Social
mmattan/openhab2-addons,172996611,Social,Social,Social,Social
bookofmormoncentral/react-native,70005959,Hard,Social,Social,Social
Altiscale/zeppelin,40197504,Social,Social,Social,Social
COMP491ReactNative/react-native,70439151,Hard,Social,Social,Social
fuzzyinc/react-native,70454945,Social,Social,Social,Social
nitrogenlabs/react-native,70713437,Hard,Social,Social,Social
DreamyPhobic/collect,152264454,Social,Social,Social,Social
mohamagdy/zeppelin,112209536,Hard,Social,Social,Social
mc-zone/react-native,71695966,Hard,Social,Social,Social
jadbox/react-native,72381853,Social,Social,Social,Social
vladimir-kotikov/react-native,72434724,Social,Social,Social,Social
VisibleMarkov/react-native,165791144,Social,Social,Social,Social
dayforward/pinpoint,118574830,Social,Social,Social,Social
meju25/openhab2-addons,59930934,Hard,Hard,Hard,Hard
pvinis/react-native,78834305,Social,Social,Hard,Social
satishc1/Hygieia,108312714,Social,Social,Social,Social
mlguys/react-native,72889760,Hard,Hard,Hard,Social
RoySRose/pinpoint,118874030,Social,Social,Social,Social
yanghongkjxy/pinpoint,59197827,Hard,Social,Social,Social
adierkens/react-native,72956346,Social,Social,Social,Social
lopiter/pinpoint,122028785,Social,Social,Social,Social
chkch/pinpoint,119491019,Hard,Social,Social,Social
huitsing/react-native,73396868,Social,Social,Social,Social
linux0x5c/pinpoint,249113462,Social,Social,Social,Social
saigrandhi/react-native,86503254,Social,Social,Social,Social
TheSavior/react-native,96372214,Hard,Social,Social,Social
swift1911/pinpoint,130948950,Hard,Social,Social,Social
dannycochran/react-native,114273727,Social,Social,Social,Social
tomasreimers/react-native,96571512,Hard,Social,Social,Social
shaguarger/openhab2-addons,115713805,Social,Social,Social,Social
rdy/react-native,127050495,Social,Social,Social,Social
JasonCL2015/pinpoint,140818963,Hard,Social,Social,Social
luogankun/zeppelin,72616475,Hard,Social,Social,Social
VictorZeng/pinpoint,162940924,Hard,Social,Social,Social
dingbat/react-native,74541661,Social,Social,Social,Social
sebplorenz/openhab2-addons,78686112,Social,Social,Social,Social
dimalo/openhab2-addons,85354978,Social,Social,Social,Social
JaredTan95/pinpoint,152876752,Social,Social,Social,Social
jacob-meacham/react-native,75053330,Social,Social,Social,Social
gedeagas/react-native,244333591,Social,Social,Social,Social
sujayjaju/react-native,124192574,Hard,Social,Social,Social
tonfay/pinpoint,175733234,Social,Social,Social,Social
cooperka/react-native,75120407,Social,Social,Social,Social
dittos/reactor-core,147519722,Social,Social,Social,Social
widian/pinpoint,163833786,Social,Social,Social,Social
yanluhua/pinpoint,177112286,Hard,Social,Social,Social
tqc/react-native,75604797,Social,Social,Social,Social
konradreiche/react-native,83942405,Hard,Social,Social,Social
jpshelley/react-native,75688503,Social,Social,Social,Social
swiftype-demo/react-native,86000758,Social,Social,Social,Social
mstahv/spring,72531760,Social,Social,Social,Social
sockeqwe/plaid,45409840,Hard,Hard,Hard,Hard
iboyko/vaadin-spring,78434155,Social,Social,Social,Social
wannyk/react-native,107952916,Hard,Social,Social,Social
kgoderis/openhab2,23461615,Social,Social,Social,Social
feyy/react-native,76540665,Hard,Social,Social,Social
KatriHaapalinna/spring,117840685,Hard,Social,Social,Social
jofleck/openhab2-addons,65847257,Hard,Social,Social,Social
cyberoblivion/spring,125125967,Social,Social,Social,Social
pathec/openhab2-addons,67989656,Social,Social,Social,Social
BenChangEmory/Hygieia,39459045,Hard,Social,Social,Social
normanjoyner/react-native,76916220,Hard,Social,Social,Social
paulianttila/openhab2-addons,25420617,Social,Social,Social,Social
Tsaikka/react-native,77212256,Social,Social,Social,Social
AspenTeam/react-native,90999478,Hard,Social,Social,Social
Soluto/react-native,87401541,Hard,Social,Social,Social
status-im/react-native,77525634,Social,Social,Social,Social
jonaslu/react-native,88977254,Social,Social,Social,Social
Eyesonly88/react-native,77496488,Hard,Social,Social,Social
pmknowles/openhab2-addons,159139846,Social,Social,Social,Social
Mleekko/zeppelin,73942458,Hard,Social,Social,Social
noahmalmed/react-native,106453852,Social,Social,Social,Social
hudl/react-native,79150406,Social,Social,Social,Social
Minishlink/react-native,79209912,Social,Social,Social,Social
connected-lab/react-native,79485024,Hard,Social,Social,Social
VipinRathor/zeppelin,76262839,Social,Social,Social,Social
meno1/react-native,82954508,Social,Social,Hard,Social
LeonChabbey/react-native,79791171,Social,Social,Social,Social
JjieChen/react-native,99317269,Social,Social,Social,Social
Sharcoux/react-native,172482224,Hard,Social,Social,Social
Ghedeon/cameraview,69662791,Social,Social,Social,Social
bowerman0/react-native,105229643,Hard,Social,Social,Social
jeongjuwon/react-native,107503025,Social,Social,Social,Social
matthewbeasley/Hygieia,152798562,Hard,Social,Social,Social
FranklyDev/react-native,87812903,Social,Social,Social,Social
dilix/cameraview,95763382,Hard,Hard,Hard,Hard
samuelltk/react-native,85946778,Hard,Social,Social,Social
forki/react-native,87524107,Hard,Social,Social,Social
inconceivable/react-native,86094572,Hard,Social,Social,Social
haitaoli/react-native,83494527,Hard,Hard,Hard,Hard
bhariharan/react-native,87240559,Hard,Social,Social,Social
MyHammer/zeppelin,85709390,Social,Social,Social,Social
shockdesign/react-native,110486300,Social,Social,Social,Social
fiat-token/bitcoin-wallet,97003003,Hard,Social,Social,Social
Markinus/openhab2-addons,79637357,Hard,Social,Social,Social
leon087/react-native,95081837,Hard,Social,Social,Social
matsumo/scribe-java,5807847,Social,Social,Social,Social
chubakueno/react-native,154927536,Hard,Social,Social,Social
yohsuke/line-bot-sdk-java,197408096,Social,Social,Social,Social
swkimme/zeppelin,120589514,Social,Social,Social,Social
phillip055/react-native,105431272,Social,Social,Social,Social
aogorek/openhab2-addons,81127286,Hard,Social,Social,Social
zhuangchuming/react-native,152354507,Social,Social,Social,Social
yoco-tech/react-native,105661809,Social,Social,Social,Social
grzesiek2010/collect,75389799,Social,Social,Social,Social
tdekoning/react-native,115118963,Hard,Social,Social,Social
levibuzolic/react-native,106641783,Social,Social,Social,Social
marcind/react-native,106746798,Hard,Social,Social,Social
CryptoAxl/android-wallet,162635902,Social,Social,Social,Social
cesarm16/react-native,107281779,Social,Social,Social,Social
chnfeeeeeef/react-native,91789416,Hard,Social,Social,Social
IljaDaderko/react-native,162915051,Social,Social,Social,Social
cuvva/cameraview,101172145,Hard,Hard,Hard,Hard
nbomberger/react-native,108440848,Social,Social,Social,Social
esbena/react-native,114172575,Social,Social,Social,Social
