full_name,repo_id,All,70%,90%,30%
coderReview/OpenID-Connect-Java-Spring-Server,69915592,Hard,Social,Social,Social
vovkasm/react-native,115430033,Social,Social,Social,Social
alburdette619/react-native,115555495,Hard,Social,Social,Social
htynkn/dubbo,188775427,Social,Social,Social,Social
j-mutter/openhab2-addons,129663566,Hard,Social,Social,Social
MediaMonksForks/react-native,116696426,Hard,Social,Social,Social
wix-playground/react-native,116549261,Hard,Social,Social,Social
ihenshaw/react-native,116836644,Social,Social,Social,Social
irods/avro,43556967,Social,Social,Social,Social
invertase/react-native,182323744,Hard,Social,Social,Social
mannol/react-native,129537755,Social,Social,Social,Social
tsaohucn/react-native,129623080,Social,Social,Social,Social
Titozzz/react-native,123698606,Social,Social,Social,Social
OurStarClub/react-native,131268524,Social,Social,Social,Social
draperunner/react-native,122353094,Social,Social,Social,Social
samuel314/Line-chatbot-for-COMP3111,104036720,Hard,Social,Social,Social
s-nel/react-native,132978138,Hard,Social,Social,Social
Muritavo/react-native,152660296,Hard,Social,Social,Social
octa22/openhab2-addons,97257842,Hard,Social,Social,Social
friederbluemle/react-native,153253640,Social,Social,Social,Social
XinyueZ/plaid,139584860,Hard,Social,Social,Social
meletis/collect,93030667,Hard,Social,Social,Social
DiceTechnology/react-native,139963875,Social,Social,Social,Social
vishaldwivedi/react-native,155307727,Hard,Social,Social,Social
watanabeyu/react-native,156054093,Hard,Social,Social,Social
Sdedelbrock/zeppelin,98926014,Social,Social,Social,Social
udit003/react-native,182355177,Hard,Social,Social,Social
davidgraeff/openhab2-addons,61587957,Social,Social,Social,Social
NeetiM/Hygieia,99836109,Hard,Social,Social,Social
kpink224/react-native,89599641,Social,Social,Social,Social
CoolMawks/Hygieia,39775758,Hard,Social,Social,Social
dudeinthemirror/react-native,81235880,Social,Social,Social,Social
tabladrum/Hygieia,164269791,Hard,Social,Social,Social
amitmawkin/Hygieia,170774135,Social,Social,Social,Social
singlestone/Hygieia,104264460,Social,Social,Social,Social
paychex/Hygieia,52791492,Social,Social,Social,Social
mattvick/react-native,118151539,Hard,Social,Social,Social
vboginskii/zeppelin,80107234,Social,Social,Social,Social
benathmane/Hygieia,69021486,Hard,Social,Social,Hard
CapitalOne-Hygieia/Hygieia,61045354,Hard,Social,Social,Social
target/Hygieia,64680211,Social,Social,Social,Social
asvilabs/openhab2-addons,147667630,Social,Social,Social,Social
mygithubhub/Hygieia,65847044,Hard,Social,Social,Social
LiranV/Hygieia,67547154,Hard,Social,Social,Social
HazAT/react-native,197538230,Social,Social,Social,Social
StateFarmIns/Hygieia,70085405,Social,Social,Social,Social
takahirom/plaid,76165794,Hard,Social,Social,Social
pravin-dsilva/zeppelin,92015330,Social,Social,Social,Social
mshaw6/Hygieia,78599070,Hard,Social,Social,Social
FrontlineEducation/Hygieia,90897065,Hard,Social,Social,Social
sthatip/Hygieia,91500645,Hard,Social,Social,Social
Cristie/react-native,141947469,Hard,Social,Social,Social
kobotoolbox/collect,42730860,Hard,Social,Social,Social
anton-matosov/react-native,82343329,Hard,Social,Social,Social
baptistemesta/reactor-core,108993412,Social,Social,Social,Social
nafundi/collect,48400242,Hard,Social,Social,Social
nribeka/collect,69412004,Social,Social,Social,Social
lognaturel/collect,87481171,Social,Social,Social,Social
holmes/openhab2-addons,85492910,Hard,Social,Social,Social
babajaga/openhab2,42105938,Hard,Social,Social,Social
jwishnie/collect,75969557,Social,Social,Social,Social
thotegowda/react-native,83680975,Social,Social,Social,Social
carstendev/collect,76657625,Social,Social,Social,Social
shobhitagarwal1612/collect,80862566,Social,Social,Social,Social
royrivnam/collect,83533500,Social,Social,Social,Social
lokeshkvn/collect,84656125,Hard,Social,Social,Social
Mr-Eskildsen/openhab2-addons,94676857,Hard,Social,Social,Social
rijuldhir/collect,84720219,Hard,Social,Social,Social
Kobee1203/scribe-java,5282665,Hard,Hard,Hard,Social
DigitalOnUs/Hygieia,95854011,Hard,Social,Social,Social
elw00d/scribe-java,1516384,Hard,Hard,Hard,Social
char-com-ua/zeppelin,80283500,Hard,Social,Social,Social
thunkable/react-native,197835652,Social,Social,Social,Social
SeelabFhdo/openhab2-addons,94077614,Social,Social,Social,Social
joestazak/scribejava,162305833,Social,Social,Social,Social
MaTriXy/plaid,45354488,Hard,Social,Social,Social
vectorijk/zeppelin,70319057,Social,Social,Social,Social
tobof/openhab2-addons,50285256,Hard,Social,Social,Social
fobo66/plaid,108187217,Social,Social,Social,Social
mvolaart/openhab2-addons,79701440,Hard,Social,Social,Social
ataulm/plaid,147810826,Social,Social,Social,Social
jamescoq/react-native,94311219,Social,Social,Social,Social
arangob/plaid,173828028,Social,Social,Social,Social
Divya063/collect,107303218,Social,Social,Social,Social
sdeleuze/reactor-core,48738661,Social,Social,Social,Social
rumickon/LWC,32491183,Hard,Hard,Hard,Hard
mfarouk/Hygieia,101242611,Social,Social,Social,Social
Hidendra/LWC,1132569,Parent,Parent,Parent,Parent
sja/openhab2,28909314,Social,Social,Social,Social
MarsVard/cameraview,68123106,Social,Social,Social,Social
mfelgamal/zeppelin,64651369,Hard,Social,Social,Social
VarianMobileARIA/react-native,152540416,Hard,Social,Social,Social
Viburnum/openhab2-addons,50612796,Social,Social,Social,Social
JohnBeton22/openhab2-addons,201632520,Hard,Social,Social,Social
francois76/DragonProxy,115047465,Hard,Hard,Hard,Hard
clinique/openhab2-addons,27430103,Social,Social,Social,Social
JSurf/openhab2-addons,104202439,Social,Social,Social,Social
johannrichard/openhab2-addons,71460279,Hard,Social,Social,Social
alexreinert/openhab2-addons,121218027,Hard,Social,Social,Social
Minebench/LWC,62822886,Hard,Hard,Hard,Hard
kyo504/react-native,125185495,Social,Social,Social,Social
meerkat-code/collect,120416967,Hard,Social,Social,Social
aghoneim92/react-native,112530678,Social,Social,Social,Social
TheNetStriker/openhab2-addons,70618374,Social,Social,Social,Social
mfk-01/openhab2-addons,162023935,Hard,Social,Social,Social
farazs/react-native,83594111,Social,Social,Social,Social
fruggy83/openhab2-addons,144133124,Social,Social,Social,Social
mwiesen/openhab2-addons,174957936,Social,Social,Social,Social
harryzz/openhab2-addons,72841350,Social,Social,Social,Social
Ronson1909/openhab2-addons,83079894,Social,Social,Social,Social
BClark09/openhab2-addons,73180046,Social,Social,Social,Social
apache/zeppelin,32848140,Parent,Parent,Parent,Parent
Nocopo/react-native,90144188,Social,Social,Social,Social
ApocalypsjeNL/DragonProxy,116148765,Hard,Hard,Hard,Hard
yiming187/zeppelin,69554393,Social,Social,Social,Social
GeminiServer/openhab2-addons,77800925,Social,Social,Social,Social
carecon/openhab2-addons,78138504,Hard,Social,Social,Social
Sbried/openhab2-addons,80986258,Social,Social,Social,Social
kwave/openhab2-addons,78660855,Hard,Social,Social,Social
sebmarchand/openhab2-addons,78800453,Hard,Social,Social,Social
Leymooo/BungeeCord,79639962,Hard,Hard,Hard,Hard
google/cameraview,64904916,Parent,Parent,Parent,Parent
deadwater88/react-native,176660343,Social,Social,Social,Social
ccutrer/openhab2-addons,167875007,Social,Social,Social,Social
cHynInTeam/openhab2-addons,81599577,Hard,Social,Social,Social
guyou/openhab2-addons,101338632,Social,Social,Social,Social
jannegpriv/openhab2-addons,153829904,Social,Social,Social,Social
onesubone/react-native-v8,79635396,Hard,Social,Social,Social
udo1toni/openhab2-addons,203841582,Hard,Social,Social,Social
m17design/openhab2-addons,183371843,Hard,Social,Social,Social
matthargett/react-native,81149572,Social,Social,Social,Social
gfalcone/zeppelin,99575704,Social,Social,Social,Social
hakan42/openhab2-addons,75107842,Hard,Social,Social,Social
AnthraxLeprosyPi/openhab2-addons,118237249,Social,Social,Social,Social
Hilbrand/openhab2-addons,92719101,Social,Social,Social,Social
vsona/react-native,88729735,Social,Social,Social,Social
Alastair-smith2/react-native,161334707,Social,Social,Social,Social
zarusz/openhab2-addons,99510647,Social,Social,Social,Social
Swordsman-Inaction/react-native,82657976,Social,Social,Social,Social
agrcrobles/react-native,94218279,Social,Social,Social,Social
vs-sh/openhab2-addons,104861704,Social,Social,Social,Social
abdulwd/collect,86578988,Social,Social,Social,Social
luisfcofv/react-native,96578198,Social,Social,Social,Social
ndejesus1227/react-native,83236090,Hard,Social,Social,Social
130s/openhab2-addons,168903662,Social,Social,Social,Social
bgilmer77/openhab2-addons,109510214,Social,Social,Social,Social
tgkprog/zeppelin,74749411,Hard,Social,Social,Social
cabelitos/react-native,161544707,Social,Social,Social,Social
zedtux/react-native,137037035,Social,Social,Social,Social
line/line-bot-sdk-java,56061422,Parent,Parent,Parent,Parent
Lxxyx/react-native,92710829,Hard,Social,Social,Social
JodiWarren/react-native,84101763,Social,Social,Social,Social
sam-vdp/react-native,135339840,Social,Social,Social,Social
subodhbattina/Hygieia,165129888,Hard,Social,Social,Social
guhongya/cameraview,76839923,Hard,Social,Social,Social
deecewan/react-native,103896581,Social,Social,Social,Social
thewilli/openhab2-addons,165496297,Social,Social,Social,Social
Timardo/Thermos,127422727,Hard,Hard,Hard,Hard
iyegoroff/react-native,90251474,Social,Social,Social,Social
gabrielbull/react-native,102159825,Social,Social,Social,Social
IshmeetKaur/zeppelin,66841131,Hard,Social,Social,Social
ruiaraujo/react-native,87535353,Social,Social,Social,Social
KentoMoriwaki/native-navigation,128739106,Hard,Hard,Hard,Hard
tiptick/openhab2-addons,179080687,Hard,Social,Social,Social
bitcoin-wallet/bitcoin-wallet,3886965,Parent,Parent,Parent,Parent
cobowallet/cameraview,141533586,Hard,Social,Social,Social
triggr/react-native,141505689,Hard,Hard,Hard,Hard
JMacIV/openhab2-addons,204837932,Social,Social,Social,Social
rude9/bitcoin-wallet,107653414,Hard,Social,Social,Social
shrutic123/react-native,92870857,Hard,Social,Social,Social
liuxunorg/zeppelin,144678681,Social,Social,Social,Social
kevinluvian/react-native,90836120,Hard,Social,Social,Social
phoebustam/Line-chatbot-for-COMP3111,103939468,Hard,Hard,Hard,Hard
arrow-kt/kotlin,109678056,Hard,Social,Social,Social
arsen/react-native,75861473,Social,Social,Social,Social
PanchoPuncho/Hygieia,137414445,Hard,Social,Social,Social
pfulop/react-native,91173700,Hard,Social,Social,Social
MoonAndTheMoon/line-bot-sdk-java,116498892,Hard,Social,Social,Social
RandoApp/cameraview,116950948,Hard,Social,Social,Social
DracoBlue/react-native,100643851,Social,Social,Social,Social
miandreu/zeppelin,121032905,Hard,Social,Social,Social
gdemelo/zeppelin,149940424,Hard,Social,Social,Social
ympang/Line-chatbot-for-COMP3111-1,104087592,Hard,Social,Social,Social
BryanJBryce/react-native,92366387,Social,Social,Social,Social
rk635636/collect,142617114,Hard,Social,Social,Social
TikiTDO/react-native,92194412,Social,Social,Social,Social
ejmartin504/react-native,124137597,Social,Social,Social,Social
andrewlinfoot/react-native,93554200,Hard,Social,Social,Social
brianduff/kotlin,186579104,Hard,Social,Social,Social
psingl/react-native,99195913,Social,Social,Social,Social
vinayakshedgeri/zeppelin,159783578,Hard,Social,Social,Social
felipebn/flyway,103399888,Hard,Social,Social,Social
jozzhart/Hygieia,126809392,Hard,Social,Social,Social
lchenbg/Line-chatbot-for-COMP3111,109095358,Hard,Hard,Hard,Hard
cchestnut91/react-native,93661583,Hard,Social,Social,Social
agoodm/zeppelin,65423398,Social,Social,Social,Social
mikehardy/react-native,182162518,Social,Social,Social,Social
tae-jun/zeppelin,66829088,Hard,Social,Social,Social
kosslab-kr/zeppelin,69036740,Hard,Social,Social,Social
travelbird/react-native-navigation,102839620,Hard,Hard,Hard,Hard
dmurawsky/react-native,100327417,Hard,Social,Social,Social
kjhong/zeppelin,70882746,Social,Social,Social,Social
soralee/zeppelin,48145312,Hard,Social,Social,Social
zjffdu/zeppelin,46907161,Social,Social,Social,Social
marchpig/zeppelin,74806643,Social,Social,Social,Social
Igor1201/native-navigation,85867007,Social,Social,Social,Social
Sushant-Sardeshpande/react-native,258099252,Social,Social,Social,Social
HyukjinKwon/zeppelin,76517037,Social,Social,Social,Social
atsjenk/react-native,98236906,Social,Social,Social,Social
react-native-community/cameraview,115867056,Hard,Hard,Hard,Hard
gyfelton/react-native,98916454,Hard,Hard,Hard,Social
sprehn/openhab2-addons,52222635,Hard,Social,Social,Social
syaau/react-native,147381902,Hard,Social,Social,Social
astroshim/zeppelin,46538777,Social,Social,Social,Social
miyabi/react-native,99530386,Hard,Social,Hard,Social
MukundAnanthu/collect,91003772,Social,Social,Social,Social
d3adp007/zeppelin,179844243,Hard,Social,Social,Social
premisedata/cameraview,85976167,Hard,Hard,Hard,Hard
alvarosct02/cameraview,72029904,Hard,Social,Social,Social
bamlab/native-navigation,96437896,Hard,Hard,Hard,Hard
matt-oakes/react-native,165444163,Social,Social,Social,Social
TranLuongTuanAnh/react-native,149389060,Hard,Social,Social,Social
lucasbento/react-native,180760819,Social,Social,Social,Social
digitkhrisnaa/native-navigation,109248502,Hard,Social,Social,Social
tbroadley/native-navigation,84888459,Social,Social,Social,Social
GMAndroidTeam/cameraview,86428581,Hard,Social,Social,Social
ahasbini/cameraview,90490598,Hard,Social,Social,Social
dsegna/cameraview,93181586,Hard,Hard,Hard,Hard
nexusbr/collect,147086912,Social,Social,Social,Social
setiawanp/cameraview,109677090,Hard,Hard,Hard,Hard
MaTriXy/google-cameraview,78523803,Hard,Social,Social,Social
yamaccino/line-bot-sdk-java,118989193,Hard,Social,Social,Social
Aimank96/CameraViewPlus,142554797,Hard,Social,Social,Social
andrewsardone/native-navigation,92401953,Hard,Social,Social,Social
huuhoa/native-navigation,116388932,Hard,Hard,Hard,Hard
TMomemt/react-native,200160484,Hard,Social,Social,Social
dnlrnstlff/native-navigation,122960971,Hard,Hard,Hard,Hard
malayhm/zeppelin,96217447,Social,Social,Social,Social
mcplectrum/react-native,108912405,Social,Social,Social,Social
dahjelle/react-native,109152165,Social,Social,Social,Social
vovanmozg/react-native,109879187,Social,Social,Social,Social
lightboys22/react-native,126399112,Social,Social,Social,Social
angly-cat/react-native,128093488,Hard,Social,Social,Social
CHANOMA/react-native,123614446,Hard,Social,Social,Social
boliveira/react-native,150781728,Hard,Social,Social,Social
magicien/react-native,124410541,Hard,Social,Social,Social
samuela/react-native,126103835,Hard,Social,Social,Social
jmatsushita/react-native,171281196,Social,Social,Social,Social
fjelltopp/collect,120416967,Hard,Social,Social,Social
dizzy2/openhab2-addons,146904751,Hard,Social,Social,Social
osdnk/react-native,245994252,Hard,Hard,Hard,Hard
JunyiXie/react-native,137035156,Hard,Social,Social,Social
robotman3000/DragonProxy,74229883,Hard,Hard,Hard,Hard
virtualpeter/Hygieia,97425769,Social,Social,Social,Social
muarachmann/collect,161557809,Social,Social,Social,Social
zjkhiyori/react-native,147762248,Social,Social,Social,Social
mdvacca/react-native,150186167,Social,Social,Social,Social
acoates-ms/react-native,152186235,Hard,Social,Social,Social
mccaffm/openhab2-addons,99605453,Social,Social,Social,Social
JensHauser/openhab2-addons,154012689,Hard,Social,Social,Social
aolko/Kettle,118438986,Parent,Parent,Parent,Parent
perryfaro/react-native,169235365,Social,Social,Social,Social
purna99/Hygieia-1,92193119,Hard,Social,Social,Social
morantis/DragonProxy,114790260,Hard,Hard,Hard,Hard
GSLabDev/Hygieia,110080665,Hard,Social,Social,Social
Cheesetopia/ProvoloneProxy,150017005,Hard,Hard,Hard,Hard
walmartlabs/Hygieia,119907025,Social,Social,Social,Social
dhivahar19/Hygieia,123397136,Hard,Social,Social,Social
Praveen-chaganti/Hygieia,143437193,Social,Social,Social,Social
vettyvignesh/collect,125973175,Social,Social,Social,Social
